MASK-ch,f_c[kHz],f_b[kHz], masked
5562,12879.313 ,12881.625 ,0
5563,12881.625 ,12883.938 ,0
5564,12883.938 ,12886.250 ,0
5565,12886.250 ,12888.563 ,0
5566,12888.563 ,12890.875 ,0
5567,12890.875 ,12893.188 ,0
5568,12893.188 ,12895.500 ,0
5569,12895.500 ,12897.813 ,0
5570,12897.813 ,12900.125 ,1
5571,12900.125 ,12902.438 ,1
5572,12902.438 ,12904.750 ,1
5573,12904.750 ,12907.063 ,0
5574,12907.063 ,12909.375 ,0
5575,12909.375 ,12911.688 ,0
5576,12911.688 ,12914.000 ,0
5577,12914.000 ,12916.313 ,1
5578,12916.313 ,12918.625 ,0
5579,12918.625 ,12920.938 ,0
5580,12920.938 ,12923.250 ,0
5581,12923.250 ,12925.563 ,0
5582,12925.563 ,12927.875 ,0
5583,12927.875 ,12930.188 ,1
5584,12930.188 ,12932.500 ,1
5585,12932.500 ,12934.813 ,0
5586,12934.813 ,12937.125 ,0
5587,12937.125 ,12939.438 ,0
5588,12939.438 ,12941.750 ,0
5589,12941.750 ,12944.063 ,0
5590,12944.063 ,12946.375 ,0
5591,12946.375 ,12948.688 ,0
5592,12948.688 ,12951.000 ,1
5593,12951.000 ,12953.313 ,1
5594,12953.313 ,12955.625 ,0
5595,12955.625 ,12957.938 ,0
5596,12957.938 ,12960.250 ,0
5597,12960.250 ,12962.563 ,0
5598,12962.563 ,12964.875 ,0
5599,12964.875 ,12967.188 ,0
5600,12967.188 ,12969.500 ,0
5601,12969.500 ,12971.813 ,0
5602,12971.813 ,12974.125 ,0
5603,12974.125 ,12976.438 ,0
5604,12976.438 ,12978.750 ,0
5605,12978.750 ,12981.063 ,1
5606,12981.063 ,12983.375 ,0
5607,12983.375 ,12985.688 ,0
5608,12985.688 ,12988.000 ,0
5609,12988.000 ,12990.313 ,0
5610,12990.313 ,12992.625 ,0
5611,12992.625 ,12994.938 ,0
5612,12994.938 ,12997.250 ,1
5613,12997.250 ,12999.563 ,1
5614,12999.563 ,13001.875 ,1
5615,13001.875 ,13004.188 ,1
5616,13004.188 ,13006.500 ,1
5617,13006.500 ,13008.813 ,1
5618,13008.813 ,13011.125 ,0
5619,13011.125 ,13013.438 ,0
5620,13013.438 ,13015.750 ,0
5621,13015.750 ,13018.063 ,0
5622,13018.063 ,13020.375 ,0
5623,13020.375 ,13022.688 ,0
5624,13022.688 ,13025.000 ,0
5625,13025.000 ,13027.313 ,0
5626,13027.313 ,13029.625 ,0
5627,13029.625 ,13031.938 ,0
5628,13031.938 ,13034.250 ,0
5629,13034.250 ,13036.563 ,0
5630,13036.563 ,13038.875 ,0
5631,13038.875 ,13041.188 ,0
5632,13041.188 ,13043.500 ,0
5633,13043.500 ,13045.813 ,0
5634,13045.813 ,13048.125 ,0
5635,13048.125 ,13050.438 ,0
5636,13050.438 ,13052.750 ,1
5637,13052.750 ,13055.063 ,0
5638,13055.063 ,13057.375 ,0
5639,13057.375 ,13059.688 ,0
5640,13059.688 ,13062.000 ,0
5641,13062.000 ,13064.313 ,0
5642,13064.313 ,13066.625 ,0
5643,13066.625 ,13068.938 ,0
5644,13068.938 ,13071.250 ,0
5645,13071.250 ,13073.563 ,0
5646,13073.563 ,13075.875 ,0
5647,13075.875 ,13078.188 ,0
5648,13078.188 ,13080.500 ,0
5649,13080.500 ,13082.813 ,0
5650,13082.813 ,13085.125 ,0
5651,13085.125 ,13087.438 ,0
5652,13087.438 ,13089.750 ,0
5653,13089.750 ,13092.063 ,0
5654,13092.063 ,13094.375 ,0
5655,13094.375 ,13096.688 ,0
5656,13096.688 ,13099.000 ,0
5657,13099.000 ,13101.313 ,0
5658,13101.313 ,13103.625 ,0
5659,13103.625 ,13105.938 ,0
5660,13105.938 ,13108.250 ,0
5661,13108.250 ,13110.563 ,0
5662,13110.563 ,13112.875 ,0
5663,13112.875 ,13115.188 ,0
5664,13115.188 ,13117.500 ,0
5665,13117.500 ,13119.813 ,0
5666,13119.813 ,13122.125 ,0
5667,13122.125 ,13124.438 ,0
5668,13124.438 ,13126.750 ,0
5669,13126.750 ,13129.063 ,1
5670,13129.063 ,13131.375 ,0
5671,13131.375 ,13133.688 ,0
5672,13133.688 ,13136.000 ,0
5673,13136.000 ,13138.313 ,0
5674,13138.313 ,13140.625 ,0
5675,13140.625 ,13142.938 ,1
5676,13142.938 ,13145.250 ,0
5677,13145.250 ,13147.563 ,1
5678,13147.563 ,13149.875 ,1
5679,13149.875 ,13152.188 ,1
5680,13152.188 ,13154.500 ,1
5681,13154.500 ,13156.813 ,0
5682,13156.813 ,13159.125 ,0
5683,13159.125 ,13161.438 ,0
5684,13161.438 ,13163.750 ,0
5685,13163.750 ,13166.063 ,0
5686,13166.063 ,13168.375 ,0
5687,13168.375 ,13170.688 ,0
5688,13170.688 ,13173.000 ,0
5689,13173.000 ,13175.313 ,1
5690,13175.313 ,13177.625 ,0
5691,13177.625 ,13179.938 ,0
5692,13179.938 ,13182.250 ,0
5693,13182.250 ,13184.563 ,1
5694,13184.563 ,13186.875 ,1
5695,13186.875 ,13189.188 ,1
5696,13189.188 ,13191.500 ,0
5697,13191.500 ,13193.813 ,0
5698,13193.813 ,13196.125 ,0
5699,13196.125 ,13198.438 ,1
5700,13198.438 ,13200.750 ,1
5701,13200.750 ,13203.063 ,1
5702,13203.063 ,13205.375 ,1
5703,13205.375 ,13207.688 ,0
5704,13207.688 ,13210.000 ,0
5705,13210.000 ,13212.313 ,0
5706,13212.313 ,13214.625 ,0
5707,13214.625 ,13216.938 ,0
5708,13216.938 ,13219.250 ,0
5709,13219.250 ,13221.563 ,0
5710,13221.563 ,13223.875 ,0
5711,13223.875 ,13226.188 ,0
5712,13226.188 ,13228.500 ,0
5713,13228.500 ,13230.813 ,0
5714,13230.813 ,13233.125 ,0
5715,13233.125 ,13235.438 ,0
5716,13235.438 ,13237.750 ,0
5717,13237.750 ,13240.063 ,0
5718,13240.063 ,13242.375 ,0
5719,13242.375 ,13244.688 ,0
5720,13244.688 ,13247.000 ,0
5721,13247.000 ,13249.313 ,0
5722,13249.313 ,13251.625 ,1
5723,13251.625 ,13253.938 ,1
5724,13253.938 ,13256.250 ,0
5725,13256.250 ,13258.563 ,0
5726,13258.563 ,13260.875 ,0
5727,13260.875 ,13263.188 ,1
5728,13263.188 ,13265.500 ,0
5729,13265.500 ,13267.813 ,0
5730,13267.813 ,13270.125 ,0
5731,13270.125 ,13272.438 ,0
5732,13272.438 ,13274.750 ,0
5733,13274.750 ,13277.063 ,0
5734,13277.063 ,13279.375 ,0
5735,13279.375 ,13281.688 ,0
5736,13281.688 ,13284.000 ,0
5737,13284.000 ,13286.313 ,0
5738,13286.313 ,13288.625 ,0
5739,13288.625 ,13290.938 ,0
5740,13290.938 ,13293.250 ,0
5741,13293.250 ,13295.563 ,0
5742,13295.563 ,13297.875 ,0
5743,13297.875 ,13300.188 ,0
5744,13300.188 ,13302.500 ,0
5745,13302.500 ,13304.813 ,0
5746,13304.813 ,13307.125 ,0
5747,13307.125 ,13309.438 ,0
5748,13309.438 ,13311.750 ,0
5749,13311.750 ,13314.063 ,0
5750,13314.063 ,13316.375 ,0
5751,13316.375 ,13318.688 ,0
5752,13318.688 ,13321.000 ,0
5753,13321.000 ,13323.313 ,0
5754,13323.313 ,13325.625 ,0
5755,13325.625 ,13327.938 ,1
5756,13327.938 ,13330.250 ,1
5757,13330.250 ,13332.563 ,0
5758,13332.563 ,13334.875 ,0
5759,13334.875 ,13337.188 ,0
5760,13337.188 ,13339.500 ,0
5761,13339.500 ,13341.813 ,1
5762,13341.813 ,13344.125 ,1
5763,13344.125 ,13346.438 ,0
5764,13346.438 ,13348.750 ,0
5765,13348.750 ,13351.063 ,1
5766,13351.063 ,13353.375 ,1
5767,13353.375 ,13355.688 ,0
5768,13355.688 ,13358.000 ,0
5769,13358.000 ,13360.313 ,0
5770,13360.313 ,13362.625 ,0
5771,13362.625 ,13364.938 ,0
5772,13364.938 ,13367.250 ,0
5773,13367.250 ,13369.563 ,0
5774,13369.563 ,13371.875 ,0
5775,13371.875 ,13374.188 ,0
5776,13374.188 ,13376.500 ,0
5777,13376.500 ,13378.813 ,0
5778,13378.813 ,13381.125 ,0
5779,13381.125 ,13383.438 ,0
5780,13383.438 ,13385.750 ,0
5781,13385.750 ,13388.063 ,0
5782,13388.063 ,13390.375 ,0
5783,13390.375 ,13392.688 ,0
5784,13392.688 ,13395.000 ,0
5785,13395.000 ,13397.313 ,1
5786,13397.313 ,13399.625 ,1
5787,13399.625 ,13401.938 ,1
5788,13401.938 ,13404.250 ,1
5789,13404.250 ,13406.563 ,1
5790,13406.563 ,13408.875 ,0
5791,13408.875 ,13411.188 ,0
5792,13411.188 ,13413.500 ,0
5793,13413.500 ,13415.813 ,0
5794,13415.813 ,13418.125 ,0
5795,13418.125 ,13420.438 ,0
5796,13420.438 ,13422.750 ,0
5797,13422.750 ,13425.063 ,0
5798,13425.063 ,13427.375 ,0
5799,13427.375 ,13429.688 ,0
5800,13429.688 ,13432.000 ,0
5801,13432.000 ,13434.313 ,0
5802,13434.313 ,13436.625 ,0
5803,13436.625 ,13438.938 ,0
5804,13438.938 ,13441.250 ,0
5805,13441.250 ,13443.563 ,0
5806,13443.563 ,13445.875 ,0
5807,13445.875 ,13448.188 ,0
5808,13448.188 ,13450.500 ,0
5809,13450.500 ,13452.813 ,1
5810,13452.813 ,13455.125 ,0
5811,13455.125 ,13457.438 ,0
5812,13457.438 ,13459.750 ,0
5813,13459.750 ,13462.063 ,0
5814,13462.063 ,13464.375 ,0
5815,13464.375 ,13466.688 ,0
5816,13466.688 ,13469.000 ,0
5817,13469.000 ,13471.313 ,0
5818,13471.313 ,13473.625 ,0
5819,13473.625 ,13475.938 ,1
5820,13475.938 ,13478.250 ,1
5821,13478.250 ,13480.563 ,0
5822,13480.563 ,13482.875 ,0
5823,13482.875 ,13485.188 ,0
5824,13485.188 ,13487.500 ,0
5825,13487.500 ,13489.813 ,0
5826,13489.813 ,13492.125 ,0
5827,13492.125 ,13494.438 ,0
5828,13494.438 ,13496.750 ,0
5829,13496.750 ,13499.063 ,0
5830,13499.063 ,13501.375 ,1
5831,13501.375 ,13503.688 ,1
5832,13503.688 ,13506.000 ,1
5833,13506.000 ,13508.313 ,0
5834,13508.313 ,13510.625 ,0
5835,13510.625 ,13512.938 ,0
5836,13512.938 ,13515.250 ,0
5837,13515.250 ,13517.563 ,0
5838,13517.563 ,13519.875 ,0
5839,13519.875 ,13522.188 ,0
5840,13522.188 ,13524.500 ,0
5841,13524.500 ,13526.813 ,0
5842,13526.813 ,13529.125 ,1
5843,13529.125 ,13531.438 ,0
5844,13531.438 ,13533.750 ,0
5845,13533.750 ,13536.063 ,0
5846,13536.063 ,13538.375 ,0
5847,13538.375 ,13540.688 ,0
5848,13540.688 ,13543.000 ,1
5849,13543.000 ,13545.313 ,0
5850,13545.313 ,13547.625 ,0
5851,13547.625 ,13549.938 ,0
5852,13549.938 ,13552.250 ,1
5853,13552.250 ,13554.563 ,0
5854,13554.563 ,13556.875 ,0
5855,13556.875 ,13559.188 ,0
5856,13559.188 ,13561.500 ,0
5857,13561.500 ,13563.813 ,0
5858,13563.813 ,13566.125 ,0
5859,13566.125 ,13568.438 ,0
5860,13568.438 ,13570.750 ,0
5861,13570.750 ,13573.063 ,0
5862,13573.063 ,13575.375 ,0
5863,13575.375 ,13577.688 ,0
5864,13577.688 ,13580.000 ,0
5865,13580.000 ,13582.313 ,0
5866,13582.313 ,13584.625 ,0
5867,13584.625 ,13586.938 ,0
5868,13586.938 ,13589.250 ,0
5869,13589.250 ,13591.563 ,0
5870,13591.563 ,13593.875 ,0
5871,13593.875 ,13596.188 ,0
5872,13596.188 ,13598.500 ,1
5873,13598.500 ,13600.813 ,1
5874,13600.813 ,13603.125 ,1
5875,13603.125 ,13605.438 ,1
5876,13605.438 ,13607.750 ,0
5877,13607.750 ,13610.063 ,0
5878,13610.063 ,13612.375 ,0
5879,13612.375 ,13614.688 ,0
5880,13614.688 ,13617.000 ,0
5881,13617.000 ,13619.313 ,0
5882,13619.313 ,13621.625 ,0
5883,13621.625 ,13623.938 ,0
5884,13623.938 ,13626.250 ,0
5885,13626.250 ,13628.563 ,0
5886,13628.563 ,13630.875 ,0
5887,13630.875 ,13633.188 ,0
5888,13633.188 ,13635.500 ,0
5889,13635.500 ,13637.813 ,0
5890,13637.813 ,13640.125 ,0
5891,13640.125 ,13642.438 ,0
5892,13642.438 ,13644.750 ,0
5893,13644.750 ,13647.063 ,0
5894,13647.063 ,13649.375 ,0
5895,13649.375 ,13651.688 ,1
5896,13651.688 ,13654.000 ,0
5897,13654.000 ,13656.313 ,0
5898,13656.313 ,13658.625 ,0
5899,13658.625 ,13660.938 ,0
5900,13660.938 ,13663.250 ,0
5901,13663.250 ,13665.563 ,0
5902,13665.563 ,13667.875 ,0
5903,13667.875 ,13670.188 ,0
5904,13670.188 ,13672.500 ,0
5905,13672.500 ,13674.813 ,1
5906,13674.813 ,13677.125 ,1
5907,13677.125 ,13679.438 ,0
5908,13679.438 ,13681.750 ,0
5909,13681.750 ,13684.063 ,0
5910,13684.063 ,13686.375 ,0
5911,13686.375 ,13688.688 ,0
5912,13688.688 ,13691.000 ,0
5913,13691.000 ,13693.313 ,0
5914,13693.313 ,13695.625 ,0
5915,13695.625 ,13697.938 ,0
5916,13697.938 ,13700.250 ,0
5917,13700.250 ,13702.563 ,1
5918,13702.563 ,13704.875 ,0
5919,13704.875 ,13707.188 ,0
5920,13707.188 ,13709.500 ,0
5921,13709.500 ,13711.813 ,0
5922,13711.813 ,13714.125 ,0
5923,13714.125 ,13716.438 ,0
5924,13716.438 ,13718.750 ,0
5925,13718.750 ,13721.063 ,0
5926,13721.063 ,13723.375 ,0
5927,13723.375 ,13725.688 ,0
5928,13725.688 ,13728.000 ,0
5929,13728.000 ,13730.313 ,0
5930,13730.313 ,13732.625 ,0
5931,13732.625 ,13734.938 ,0
5932,13734.938 ,13737.250 ,0
5933,13737.250 ,13739.563 ,0
5934,13739.563 ,13741.875 ,0
5935,13741.875 ,13744.188 ,0
5936,13744.188 ,13746.500 ,0
5937,13746.500 ,13748.813 ,0
5938,13748.813 ,13751.125 ,1
5939,13751.125 ,13753.438 ,1
5940,13753.438 ,13755.750 ,0
5941,13755.750 ,13758.063 ,0
5942,13758.063 ,13760.375 ,0
5943,13760.375 ,13762.688 ,0
5944,13762.688 ,13765.000 ,0
5945,13765.000 ,13767.313 ,0
5946,13767.313 ,13769.625 ,0
5947,13769.625 ,13771.938 ,0
5948,13771.938 ,13774.250 ,0
5949,13774.250 ,13776.563 ,0
5950,13776.563 ,13778.875 ,0
5951,13778.875 ,13781.188 ,0
5952,13781.188 ,13783.500 ,0
5953,13783.500 ,13785.813 ,0
5954,13785.813 ,13788.125 ,0
5955,13788.125 ,13790.438 ,0
5956,13790.438 ,13792.750 ,0
5957,13792.750 ,13795.063 ,0
5958,13795.063 ,13797.375 ,0
5959,13797.375 ,13799.688 ,1
5960,13799.688 ,13802.000 ,1
5961,13802.000 ,13804.313 ,1
5962,13804.313 ,13806.625 ,1
5963,13806.625 ,13808.938 ,0
5964,13808.938 ,13811.250 ,0
5965,13811.250 ,13813.563 ,0
5966,13813.563 ,13815.875 ,1
5967,13815.875 ,13818.188 ,1
5968,13818.188 ,13820.500 ,1
5969,13820.500 ,13822.813 ,0
5970,13822.813 ,13825.125 ,0
5971,13825.125 ,13827.438 ,0
5972,13827.438 ,13829.750 ,0
5973,13829.750 ,13832.063 ,0
5974,13832.063 ,13834.375 ,0
5975,13834.375 ,13836.688 ,0
5976,13836.688 ,13839.000 ,0
5977,13839.000 ,13841.313 ,0
5978,13841.313 ,13843.625 ,0
5979,13843.625 ,13845.938 ,0
5980,13845.938 ,13848.250 ,0
5981,13848.250 ,13850.563 ,1
5982,13850.563 ,13852.875 ,1
5983,13852.875 ,13855.188 ,1
5984,13855.188 ,13857.500 ,0
5985,13857.500 ,13859.813 ,0
5986,13859.813 ,13862.125 ,0
5987,13862.125 ,13864.438 ,0
5988,13864.438 ,13866.750 ,0
5989,13866.750 ,13869.063 ,0
5990,13869.063 ,13871.375 ,0
5991,13871.375 ,13873.688 ,1
5992,13873.688 ,13876.000 ,1
5993,13876.000 ,13878.313 ,0
5994,13878.313 ,13880.625 ,0
5995,13880.625 ,13882.938 ,0
5996,13882.938 ,13885.250 ,0
5997,13885.250 ,13887.563 ,0
5998,13887.563 ,13889.875 ,0
5999,13889.875 ,13892.188 ,0
6000,13892.188 ,13894.500 ,0
6001,13894.500 ,13896.813 ,0
6002,13896.813 ,13899.125 ,0
6003,13899.125 ,13901.438 ,0
6004,13901.438 ,13903.750 ,0
6005,13903.750 ,13906.063 ,0
6006,13906.063 ,13908.375 ,0
6007,13908.375 ,13910.688 ,0
6008,13910.688 ,13913.000 ,0
6009,13913.000 ,13915.313 ,0
6010,13915.313 ,13917.625 ,0
6011,13917.625 ,13919.938 ,0
6012,13919.938 ,13922.250 ,0
6013,13922.250 ,13924.563 ,1
6014,13924.563 ,13926.875 ,1
6015,13926.875 ,13929.188 ,1
6016,13929.188 ,13931.500 ,0
6017,13931.500 ,13933.813 ,0
6018,13933.813 ,13936.125 ,0
6019,13936.125 ,13938.438 ,0
6020,13938.438 ,13940.750 ,0
6021,13940.750 ,13943.063 ,0
6022,13943.063 ,13945.375 ,0
6023,13945.375 ,13947.688 ,0
6024,13947.688 ,13950.000 ,0
6025,13950.000 ,13952.313 ,1
6026,13952.313 ,13954.625 ,0
6027,13954.625 ,13956.938 ,0
6028,13956.938 ,13959.250 ,0
6029,13959.250 ,13961.563 ,0
6030,13961.563 ,13963.875 ,0
6031,13963.875 ,13966.188 ,0
6032,13966.188 ,13968.500 ,0
6033,13968.500 ,13970.813 ,0
6034,13970.813 ,13973.125 ,0
6035,13973.125 ,13975.438 ,0
6036,13975.438 ,13977.750 ,0
6037,13977.750 ,13980.063 ,0
6038,13980.063 ,13982.375 ,0
6039,13982.375 ,13984.688 ,0
6040,13984.688 ,13987.000 ,0
6041,13987.000 ,13989.313 ,0
6042,13989.313 ,13991.625 ,0
6043,13991.625 ,13993.938 ,0
6044,13993.938 ,13996.250 ,1
6045,13996.250 ,13998.563 ,1
6046,13998.563 ,14000.875 ,1
6047,14000.875 ,14003.188 ,1
6048,14003.188 ,14005.500 ,1
6049,14005.500 ,14007.813 ,1
6050,14007.813 ,14010.125 ,0
6051,14010.125 ,14012.438 ,0
6052,14012.438 ,14014.750 ,0
6053,14014.750 ,14017.063 ,0
6054,14017.063 ,14019.375 ,0
6055,14019.375 ,14021.688 ,0
6056,14021.688 ,14024.000 ,0
6057,14024.000 ,14026.313 ,0
6058,14026.313 ,14028.625 ,0
6059,14028.625 ,14030.938 ,0
6060,14030.938 ,14033.250 ,0
6061,14033.250 ,14035.563 ,0
6062,14035.563 ,14037.875 ,0
6063,14037.875 ,14040.188 ,0
6064,14040.188 ,14042.500 ,0
6065,14042.500 ,14044.813 ,0
6066,14044.813 ,14047.125 ,0
6067,14047.125 ,14049.438 ,0
6068,14049.438 ,14051.750 ,1
6069,14051.750 ,14054.063 ,1
6070,14054.063 ,14056.375 ,0
6071,14056.375 ,14058.688 ,0
6072,14058.688 ,14061.000 ,0
6073,14061.000 ,14063.313 ,0
6074,14063.313 ,14065.625 ,0
6075,14065.625 ,14067.938 ,0
6076,14067.938 ,14070.250 ,0
6077,14070.250 ,14072.563 ,0
6078,14072.563 ,14074.875 ,0
6079,14074.875 ,14077.188 ,0
6080,14077.188 ,14079.500 ,0
6081,14079.500 ,14081.813 ,0
6082,14081.813 ,14084.125 ,0
6083,14084.125 ,14086.438 ,0
6084,14086.438 ,14088.750 ,0
6085,14088.750 ,14091.063 ,0
6086,14091.063 ,14093.375 ,0
6087,14093.375 ,14095.688 ,0
6088,14095.688 ,14098.000 ,0
6089,14098.000 ,14100.313 ,1
6090,14100.313 ,14102.625 ,1
6091,14102.625 ,14104.938 ,0
6092,14104.938 ,14107.250 ,0
6093,14107.250 ,14109.563 ,0
6094,14109.563 ,14111.875 ,0
6095,14111.875 ,14114.188 ,0
6096,14114.188 ,14116.500 ,0
6097,14116.500 ,14118.813 ,0
6098,14118.813 ,14121.125 ,0
6099,14121.125 ,14123.438 ,0
6100,14123.438 ,14125.750 ,0
6101,14125.750 ,14128.063 ,0
6102,14128.063 ,14130.375 ,0
6103,14130.375 ,14132.688 ,0
6104,14132.688 ,14135.000 ,0
6105,14135.000 ,14137.313 ,0
6106,14137.313 ,14139.625 ,0
6107,14139.625 ,14141.938 ,0
6108,14141.938 ,14144.250 ,0
6109,14144.250 ,14146.563 ,0
6110,14146.563 ,14148.875 ,0
6111,14148.875 ,14151.188 ,1
6112,14151.188 ,14153.500 ,0
6113,14153.500 ,14155.813 ,0
6114,14155.813 ,14158.125 ,0
6115,14158.125 ,14160.438 ,0
6116,14160.438 ,14162.750 ,0
6117,14162.750 ,14165.063 ,0
6118,14165.063 ,14167.375 ,0
6119,14167.375 ,14169.688 ,0
6120,14169.688 ,14172.000 ,0
6121,14172.000 ,14174.313 ,1
6122,14174.313 ,14176.625 ,1
6123,14176.625 ,14178.938 ,1
6124,14178.938 ,14181.250 ,1
6125,14181.250 ,14183.563 ,1
6126,14183.563 ,14185.875 ,1
6127,14185.875 ,14188.188 ,1
6128,14188.188 ,14190.500 ,1
6129,14190.500 ,14192.813 ,1
6130,14192.813 ,14195.125 ,0
6131,14195.125 ,14197.438 ,0
6132,14197.438 ,14199.750 ,1
6133,14199.750 ,14202.063 ,1
6134,14202.063 ,14204.375 ,1
6135,14204.375 ,14206.688 ,1
6136,14206.688 ,14209.000 ,0
6137,14209.000 ,14211.313 ,0
6138,14211.313 ,14213.625 ,0
6139,14213.625 ,14215.938 ,0
6140,14215.938 ,14218.250 ,0
6141,14218.250 ,14220.563 ,0
6142,14220.563 ,14222.875 ,0
6143,14222.875 ,14225.188 ,0
6144,14225.188 ,14227.500 ,0
6145,14227.500 ,14229.813 ,0
6146,14229.813 ,14232.125 ,0
6147,14232.125 ,14234.438 ,0
6148,14234.438 ,14236.750 ,0
6149,14236.750 ,14239.063 ,0
6150,14239.063 ,14241.375 ,0
6151,14241.375 ,14243.688 ,0
6152,14243.688 ,14246.000 ,0
6153,14246.000 ,14248.313 ,0
6154,14248.313 ,14250.625 ,0
6155,14250.625 ,14252.938 ,1
6156,14252.938 ,14255.250 ,1
6157,14255.250 ,14257.563 ,0
6158,14257.563 ,14259.875 ,0
6159,14259.875 ,14262.188 ,0
6160,14262.188 ,14264.500 ,0
6161,14264.500 ,14266.813 ,0
6162,14266.813 ,14269.125 ,0
6163,14269.125 ,14271.438 ,0
6164,14271.438 ,14273.750 ,0
6165,14273.750 ,14276.063 ,1
6166,14276.063 ,14278.375 ,0
6167,14278.375 ,14280.688 ,0
6168,14280.688 ,14283.000 ,0
6169,14283.000 ,14285.313 ,0
6170,14285.313 ,14287.625 ,0
6171,14287.625 ,14289.938 ,0
6172,14289.938 ,14292.250 ,0
6173,14292.250 ,14294.563 ,0
6174,14294.563 ,14296.875 ,0
6175,14296.875 ,14299.188 ,0
6176,14299.188 ,14301.500 ,0
6177,14301.500 ,14303.813 ,0
6178,14303.813 ,14306.125 ,0
6179,14306.125 ,14308.438 ,0
6180,14308.438 ,14310.750 ,0
6181,14310.750 ,14313.063 ,0
6182,14313.063 ,14315.375 ,0
6183,14315.375 ,14317.688 ,0
6184,14317.688 ,14320.000 ,0
6185,14320.000 ,14322.313 ,0
6186,14322.313 ,14324.625 ,0
6187,14324.625 ,14326.938 ,0
6188,14326.938 ,14329.250 ,1
6189,14329.250 ,14331.563 ,0
6190,14331.563 ,14333.875 ,0
6191,14333.875 ,14336.188 ,0
6192,14336.188 ,14338.500 ,0
6193,14338.500 ,14340.813 ,0
6194,14340.813 ,14343.125 ,0
6195,14343.125 ,14345.438 ,0
6196,14345.438 ,14347.750 ,0
6197,14347.750 ,14350.063 ,0
6198,14350.063 ,14352.375 ,0
6199,14352.375 ,14354.688 ,0
6200,14354.688 ,14357.000 ,0
6201,14357.000 ,14359.313 ,0
6202,14359.313 ,14361.625 ,0
6203,14361.625 ,14363.938 ,0
6204,14363.938 ,14366.250 ,0
6205,14366.250 ,14368.563 ,0
6206,14368.563 ,14370.875 ,1
6207,14370.875 ,14373.188 ,0
6208,14373.188 ,14375.500 ,0
6209,14375.500 ,14377.813 ,0
6210,14377.813 ,14380.125 ,0
6211,14380.125 ,14382.438 ,0
6212,14382.438 ,14384.750 ,0
6213,14384.750 ,14387.063 ,0
6214,14387.063 ,14389.375 ,0
6215,14389.375 ,14391.688 ,0
6216,14391.688 ,14394.000 ,0
6217,14394.000 ,14396.313 ,0
6218,14396.313 ,14398.625 ,1
6219,14398.625 ,14400.938 ,1
6220,14400.938 ,14403.250 ,1
6221,14403.250 ,14405.563 ,1
6222,14405.563 ,14407.875 ,0
6223,14407.875 ,14410.188 ,1
6224,14410.188 ,14412.500 ,0
6225,14412.500 ,14414.813 ,0
6226,14414.813 ,14417.125 ,0
6227,14417.125 ,14419.438 ,0
6228,14419.438 ,14421.750 ,0
6229,14421.750 ,14424.063 ,0
6230,14424.063 ,14426.375 ,0
6231,14426.375 ,14428.688 ,0
6232,14428.688 ,14431.000 ,0
6233,14431.000 ,14433.313 ,0
6234,14433.313 ,14435.625 ,0
6235,14435.625 ,14437.938 ,0
6236,14437.938 ,14440.250 ,0
6237,14440.250 ,14442.563 ,0
6238,14442.563 ,14444.875 ,0
6239,14444.875 ,14447.188 ,0
6240,14447.188 ,14449.500 ,0
6241,14449.500 ,14451.813 ,0
6242,14451.813 ,14454.125 ,0
6243,14454.125 ,14456.438 ,0
6244,14456.438 ,14458.750 ,0
6245,14458.750 ,14461.063 ,0
6246,14461.063 ,14463.375 ,0
6247,14463.375 ,14465.688 ,0
6248,14465.688 ,14468.000 ,0
6249,14468.000 ,14470.313 ,0
6250,14470.313 ,14472.625 ,0
6251,14472.625 ,14474.938 ,0
6252,14474.938 ,14477.250 ,0
6253,14477.250 ,14479.563 ,0
6254,14479.563 ,14481.875 ,0
6255,14481.875 ,14484.188 ,0
6256,14484.188 ,14486.500 ,0
6257,14486.500 ,14488.813 ,0
6258,14488.813 ,14491.125 ,0
6259,14491.125 ,14493.438 ,0
6260,14493.438 ,14495.750 ,0
6261,14495.750 ,14498.063 ,0
6262,14498.063 ,14500.375 ,0
6263,14500.375 ,14502.688 ,0
6264,14502.688 ,14505.000 ,1
6265,14505.000 ,14507.313 ,0
6266,14507.313 ,14509.625 ,0
6267,14509.625 ,14511.938 ,0
6268,14511.938 ,14514.250 ,0
6269,14514.250 ,14516.563 ,0
6270,14516.563 ,14518.875 ,0
6271,14518.875 ,14521.188 ,0
6272,14521.188 ,14523.500 ,0
6273,14523.500 ,14525.813 ,0
6274,14525.813 ,14528.125 ,0
6275,14528.125 ,14530.438 ,1
6276,14530.438 ,14532.750 ,0
6277,14532.750 ,14535.063 ,0
6278,14535.063 ,14537.375 ,0
6279,14537.375 ,14539.688 ,0
6280,14539.688 ,14542.000 ,0
6281,14542.000 ,14544.313 ,0
6282,14544.313 ,14546.625 ,0
6283,14546.625 ,14548.938 ,0
6284,14548.938 ,14551.250 ,0
6285,14551.250 ,14553.563 ,0
6286,14553.563 ,14555.875 ,0
6287,14555.875 ,14558.188 ,0
6288,14558.188 ,14560.500 ,0
6289,14560.500 ,14562.813 ,0
6290,14562.813 ,14565.125 ,0
6291,14565.125 ,14567.438 ,0
6292,14567.438 ,14569.750 ,0
6293,14569.750 ,14572.063 ,0
6294,14572.063 ,14574.375 ,0
6295,14574.375 ,14576.688 ,0
6296,14576.688 ,14579.000 ,0
