MASK-ch,f_c[kHz],f_b[kHz], masked
17173,39729.750 ,39732.063 ,0
17174,39732.063 ,39734.375 ,0
17175,39734.375 ,39736.688 ,0
17176,39736.688 ,39739.000 ,0
17177,39739.000 ,39741.313 ,0
17178,39741.313 ,39743.625 ,0
17179,39743.625 ,39745.938 ,0
17180,39745.938 ,39748.250 ,0
17181,39748.250 ,39750.563 ,0
17182,39750.563 ,39752.875 ,0
17183,39752.875 ,39755.188 ,0
17184,39755.188 ,39757.500 ,0
17185,39757.500 ,39759.813 ,0
17186,39759.813 ,39762.125 ,0
17187,39762.125 ,39764.438 ,0
17188,39764.438 ,39766.750 ,0
17189,39766.750 ,39769.063 ,0
17190,39769.063 ,39771.375 ,0
17191,39771.375 ,39773.688 ,0
17192,39773.688 ,39776.000 ,0
17193,39776.000 ,39778.313 ,0
17194,39778.313 ,39780.625 ,0
17195,39780.625 ,39782.938 ,0
17196,39782.938 ,39785.250 ,0
17197,39785.250 ,39787.563 ,0
17198,39787.563 ,39789.875 ,0
17199,39789.875 ,39792.188 ,0
17200,39792.188 ,39794.500 ,0
17201,39794.500 ,39796.813 ,0
17202,39796.813 ,39799.125 ,0
17203,39799.125 ,39801.438 ,1
17204,39801.438 ,39803.750 ,1
17205,39803.750 ,39806.063 ,1
17206,39806.063 ,39808.375 ,0
17207,39808.375 ,39810.688 ,0
17208,39810.688 ,39813.000 ,0
17209,39813.000 ,39815.313 ,0
17210,39815.313 ,39817.625 ,0
17211,39817.625 ,39819.938 ,0
17212,39819.938 ,39822.250 ,0
17213,39822.250 ,39824.563 ,0
17214,39824.563 ,39826.875 ,0
17215,39826.875 ,39829.188 ,0
17216,39829.188 ,39831.500 ,0
17217,39831.500 ,39833.813 ,0
17218,39833.813 ,39836.125 ,0
17219,39836.125 ,39838.438 ,0
17220,39838.438 ,39840.750 ,0
17221,39840.750 ,39843.063 ,0
17222,39843.063 ,39845.375 ,0
17223,39845.375 ,39847.688 ,0
17224,39847.688 ,39850.000 ,0
17225,39850.000 ,39852.313 ,0
17226,39852.313 ,39854.625 ,0
17227,39854.625 ,39856.938 ,0
17228,39856.938 ,39859.250 ,0
17229,39859.250 ,39861.563 ,0
17230,39861.563 ,39863.875 ,0
17231,39863.875 ,39866.188 ,0
17232,39866.188 ,39868.500 ,0
17233,39868.500 ,39870.813 ,0
17234,39870.813 ,39873.125 ,0
17235,39873.125 ,39875.438 ,0
17236,39875.438 ,39877.750 ,0
17237,39877.750 ,39880.063 ,0
17238,39880.063 ,39882.375 ,0
17239,39882.375 ,39884.688 ,0
17240,39884.688 ,39887.000 ,0
17241,39887.000 ,39889.313 ,0
17242,39889.313 ,39891.625 ,0
17243,39891.625 ,39893.938 ,0
17244,39893.938 ,39896.250 ,0
17245,39896.250 ,39898.563 ,0
17246,39898.563 ,39900.875 ,0
17247,39900.875 ,39903.188 ,0
17248,39903.188 ,39905.500 ,0
17249,39905.500 ,39907.813 ,0
17250,39907.813 ,39910.125 ,0
17251,39910.125 ,39912.438 ,0
17252,39912.438 ,39914.750 ,0
17253,39914.750 ,39917.063 ,0
17254,39917.063 ,39919.375 ,0
17255,39919.375 ,39921.688 ,0
17256,39921.688 ,39924.000 ,0
17257,39924.000 ,39926.313 ,0
17258,39926.313 ,39928.625 ,0
17259,39928.625 ,39930.938 ,0
17260,39930.938 ,39933.250 ,0
17261,39933.250 ,39935.563 ,0
17262,39935.563 ,39937.875 ,0
17263,39937.875 ,39940.188 ,0
17264,39940.188 ,39942.500 ,0
17265,39942.500 ,39944.813 ,0
17266,39944.813 ,39947.125 ,0
17267,39947.125 ,39949.438 ,0
17268,39949.438 ,39951.750 ,0
17269,39951.750 ,39954.063 ,0
17270,39954.063 ,39956.375 ,0
17271,39956.375 ,39958.688 ,0
17272,39958.688 ,39961.000 ,0
17273,39961.000 ,39963.313 ,0
17274,39963.313 ,39965.625 ,0
17275,39965.625 ,39967.938 ,0
17276,39967.938 ,39970.250 ,0
17277,39970.250 ,39972.563 ,0
17278,39972.563 ,39974.875 ,1
17279,39974.875 ,39977.188 ,1
17280,39977.188 ,39979.500 ,1
17281,39979.500 ,39981.813 ,0
17282,39981.813 ,39984.125 ,0
17283,39984.125 ,39986.438 ,1
17284,39986.438 ,39988.750 ,1
17285,39988.750 ,39991.063 ,1
17286,39991.063 ,39993.375 ,0
17287,39993.375 ,39995.688 ,1
17288,39995.688 ,39998.000 ,1
17289,39998.000 ,40000.313 ,1
17290,40000.313 ,40002.625 ,1
17291,40002.625 ,40004.938 ,1
17292,40004.938 ,40007.250 ,1
17293,40007.250 ,40009.563 ,1
17294,40009.563 ,40011.875 ,0
17295,40011.875 ,40014.188 ,0
17296,40014.188 ,40016.500 ,0
17297,40016.500 ,40018.813 ,0
17298,40018.813 ,40021.125 ,1
17299,40021.125 ,40023.438 ,1
17300,40023.438 ,40025.750 ,1
17301,40025.750 ,40028.063 ,0
17302,40028.063 ,40030.375 ,0
17303,40030.375 ,40032.688 ,0
17304,40032.688 ,40035.000 ,0
17305,40035.000 ,40037.313 ,0
17306,40037.313 ,40039.625 ,0
17307,40039.625 ,40041.938 ,0
17308,40041.938 ,40044.250 ,0
17309,40044.250 ,40046.563 ,0
17310,40046.563 ,40048.875 ,0
17311,40048.875 ,40051.188 ,0
17312,40051.188 ,40053.500 ,0
17313,40053.500 ,40055.813 ,0
17314,40055.813 ,40058.125 ,0
17315,40058.125 ,40060.438 ,0
17316,40060.438 ,40062.750 ,0
17317,40062.750 ,40065.063 ,0
17318,40065.063 ,40067.375 ,0
17319,40067.375 ,40069.688 ,0
17320,40069.688 ,40072.000 ,0
17321,40072.000 ,40074.313 ,0
17322,40074.313 ,40076.625 ,0
17323,40076.625 ,40078.938 ,0
17324,40078.938 ,40081.250 ,0
17325,40081.250 ,40083.563 ,0
17326,40083.563 ,40085.875 ,0
17327,40085.875 ,40088.188 ,0
17328,40088.188 ,40090.500 ,0
17329,40090.500 ,40092.813 ,0
17330,40092.813 ,40095.125 ,0
17331,40095.125 ,40097.438 ,0
17332,40097.438 ,40099.750 ,0
17333,40099.750 ,40102.063 ,0
17334,40102.063 ,40104.375 ,0
17335,40104.375 ,40106.688 ,0
17336,40106.688 ,40109.000 ,0
17337,40109.000 ,40111.313 ,0
17338,40111.313 ,40113.625 ,0
17339,40113.625 ,40115.938 ,0
17340,40115.938 ,40118.250 ,0
17341,40118.250 ,40120.563 ,0
17342,40120.563 ,40122.875 ,0
17343,40122.875 ,40125.188 ,0
17344,40125.188 ,40127.500 ,0
17345,40127.500 ,40129.813 ,0
17346,40129.813 ,40132.125 ,0
17347,40132.125 ,40134.438 ,0
17348,40134.438 ,40136.750 ,0
17349,40136.750 ,40139.063 ,0
17350,40139.063 ,40141.375 ,0
17351,40141.375 ,40143.688 ,0
17352,40143.688 ,40146.000 ,0
17353,40146.000 ,40148.313 ,0
17354,40148.313 ,40150.625 ,0
17355,40150.625 ,40152.938 ,0
17356,40152.938 ,40155.250 ,0
17357,40155.250 ,40157.563 ,0
17358,40157.563 ,40159.875 ,0
17359,40159.875 ,40162.188 ,0
17360,40162.188 ,40164.500 ,0
17361,40164.500 ,40166.813 ,0
17362,40166.813 ,40169.125 ,0
17363,40169.125 ,40171.438 ,0
17364,40171.438 ,40173.750 ,0
17365,40173.750 ,40176.063 ,0
17366,40176.063 ,40178.375 ,0
17367,40178.375 ,40180.688 ,0
17368,40180.688 ,40183.000 ,0
17369,40183.000 ,40185.313 ,0
17370,40185.313 ,40187.625 ,0
17371,40187.625 ,40189.938 ,0
17372,40189.938 ,40192.250 ,0
17373,40192.250 ,40194.563 ,0
17374,40194.563 ,40196.875 ,0
17375,40196.875 ,40199.188 ,0
17376,40199.188 ,40201.500 ,1
17377,40201.500 ,40203.813 ,1
17378,40203.813 ,40206.125 ,1
17379,40206.125 ,40208.438 ,0
17380,40208.438 ,40210.750 ,0
17381,40210.750 ,40213.063 ,0
17382,40213.063 ,40215.375 ,0
17383,40215.375 ,40217.688 ,0
17384,40217.688 ,40220.000 ,0
17385,40220.000 ,40222.313 ,0
17386,40222.313 ,40224.625 ,0
17387,40224.625 ,40226.938 ,0
17388,40226.938 ,40229.250 ,0
17389,40229.250 ,40231.563 ,0
17390,40231.563 ,40233.875 ,0
17391,40233.875 ,40236.188 ,0
17392,40236.188 ,40238.500 ,0
17393,40238.500 ,40240.813 ,0
17394,40240.813 ,40243.125 ,0
17395,40243.125 ,40245.438 ,0
17396,40245.438 ,40247.750 ,0
17397,40247.750 ,40250.063 ,0
17398,40250.063 ,40252.375 ,0
17399,40252.375 ,40254.688 ,0
17400,40254.688 ,40257.000 ,0
17401,40257.000 ,40259.313 ,0
17402,40259.313 ,40261.625 ,0
17403,40261.625 ,40263.938 ,0
17404,40263.938 ,40266.250 ,0
17405,40266.250 ,40268.563 ,0
17406,40268.563 ,40270.875 ,0
17407,40270.875 ,40273.188 ,0
17408,40273.188 ,40275.500 ,0
17409,40275.500 ,40277.813 ,0
17410,40277.813 ,40280.125 ,0
17411,40280.125 ,40282.438 ,0
17412,40282.438 ,40284.750 ,0
17413,40284.750 ,40287.063 ,0
17414,40287.063 ,40289.375 ,0
17415,40289.375 ,40291.688 ,0
17416,40291.688 ,40294.000 ,0
17417,40294.000 ,40296.313 ,0
17418,40296.313 ,40298.625 ,0
17419,40298.625 ,40300.938 ,0
17420,40300.938 ,40303.250 ,0
17421,40303.250 ,40305.563 ,0
17422,40305.563 ,40307.875 ,0
17423,40307.875 ,40310.188 ,0
17424,40310.188 ,40312.500 ,0
17425,40312.500 ,40314.813 ,0
17426,40314.813 ,40317.125 ,0
17427,40317.125 ,40319.438 ,0
17428,40319.438 ,40321.750 ,0
17429,40321.750 ,40324.063 ,0
17430,40324.063 ,40326.375 ,0
17431,40326.375 ,40328.688 ,0
17432,40328.688 ,40331.000 ,0
17433,40331.000 ,40333.313 ,0
17434,40333.313 ,40335.625 ,0
17435,40335.625 ,40337.938 ,0
17436,40337.938 ,40340.250 ,0
17437,40340.250 ,40342.563 ,0
17438,40342.563 ,40344.875 ,0
17439,40344.875 ,40347.188 ,0
17440,40347.188 ,40349.500 ,0
17441,40349.500 ,40351.813 ,0
17442,40351.813 ,40354.125 ,0
17443,40354.125 ,40356.438 ,0
17444,40356.438 ,40358.750 ,0
17445,40358.750 ,40361.063 ,0
17446,40361.063 ,40363.375 ,0
17447,40363.375 ,40365.688 ,0
17448,40365.688 ,40368.000 ,0
17449,40368.000 ,40370.313 ,0
17450,40370.313 ,40372.625 ,0
17451,40372.625 ,40374.938 ,0
17452,40374.938 ,40377.250 ,0
17453,40377.250 ,40379.563 ,0
17454,40379.563 ,40381.875 ,0
17455,40381.875 ,40384.188 ,0
17456,40384.188 ,40386.500 ,0
17457,40386.500 ,40388.813 ,0
17458,40388.813 ,40391.125 ,0
17459,40391.125 ,40393.438 ,0
17460,40393.438 ,40395.750 ,0
17461,40395.750 ,40398.063 ,0
17462,40398.063 ,40400.375 ,0
17463,40400.375 ,40402.688 ,1
17464,40402.688 ,40405.000 ,1
17465,40405.000 ,40407.313 ,0
17466,40407.313 ,40409.625 ,0
17467,40409.625 ,40411.938 ,0
17468,40411.938 ,40414.250 ,0
17469,40414.250 ,40416.563 ,0
17470,40416.563 ,40418.875 ,0
17471,40418.875 ,40421.188 ,0
17472,40421.188 ,40423.500 ,0
17473,40423.500 ,40425.813 ,0
17474,40425.813 ,40428.125 ,0
17475,40428.125 ,40430.438 ,0
17476,40430.438 ,40432.750 ,0
17477,40432.750 ,40435.063 ,0
17478,40435.063 ,40437.375 ,0
17479,40437.375 ,40439.688 ,0
17480,40439.688 ,40442.000 ,0
17481,40442.000 ,40444.313 ,0
17482,40444.313 ,40446.625 ,0
17483,40446.625 ,40448.938 ,0
17484,40448.938 ,40451.250 ,0
17485,40451.250 ,40453.563 ,0
17486,40453.563 ,40455.875 ,0
17487,40455.875 ,40458.188 ,0
17488,40458.188 ,40460.500 ,0
17489,40460.500 ,40462.813 ,0
17490,40462.813 ,40465.125 ,0
17491,40465.125 ,40467.438 ,0
17492,40467.438 ,40469.750 ,0
17493,40469.750 ,40472.063 ,0
17494,40472.063 ,40474.375 ,0
17495,40474.375 ,40476.688 ,1
17496,40476.688 ,40479.000 ,0
17497,40479.000 ,40481.313 ,0
17498,40481.313 ,40483.625 ,0
17499,40483.625 ,40485.938 ,0
17500,40485.938 ,40488.250 ,0
17501,40488.250 ,40490.563 ,0
17502,40490.563 ,40492.875 ,0
17503,40492.875 ,40495.188 ,0
17504,40495.188 ,40497.500 ,0
17505,40497.500 ,40499.813 ,0
17506,40499.813 ,40502.125 ,0
17507,40502.125 ,40504.438 ,0
17508,40504.438 ,40506.750 ,0
17509,40506.750 ,40509.063 ,0
17510,40509.063 ,40511.375 ,0
17511,40511.375 ,40513.688 ,0
17512,40513.688 ,40516.000 ,0
17513,40516.000 ,40518.313 ,0
17514,40518.313 ,40520.625 ,0
17515,40520.625 ,40522.938 ,0
17516,40522.938 ,40525.250 ,0
17517,40525.250 ,40527.563 ,0
17518,40527.563 ,40529.875 ,1
17519,40529.875 ,40532.188 ,0
17520,40532.188 ,40534.500 ,0
17521,40534.500 ,40536.813 ,0
17522,40536.813 ,40539.125 ,0
17523,40539.125 ,40541.438 ,0
17524,40541.438 ,40543.750 ,0
17525,40543.750 ,40546.063 ,0
17526,40546.063 ,40548.375 ,0
17527,40548.375 ,40550.688 ,0
17528,40550.688 ,40553.000 ,0
17529,40553.000 ,40555.313 ,0
17530,40555.313 ,40557.625 ,0
17531,40557.625 ,40559.938 ,0
17532,40559.938 ,40562.250 ,0
17533,40562.250 ,40564.563 ,0
17534,40564.563 ,40566.875 ,0
17535,40566.875 ,40569.188 ,0
17536,40569.188 ,40571.500 ,0
17537,40571.500 ,40573.813 ,0
17538,40573.813 ,40576.125 ,0
17539,40576.125 ,40578.438 ,0
17540,40578.438 ,40580.750 ,0
17541,40580.750 ,40583.063 ,0
17542,40583.063 ,40585.375 ,0
17543,40585.375 ,40587.688 ,0
17544,40587.688 ,40590.000 ,0
17545,40590.000 ,40592.313 ,0
17546,40592.313 ,40594.625 ,0
17547,40594.625 ,40596.938 ,0
17548,40596.938 ,40599.250 ,1
17549,40599.250 ,40601.563 ,1
17550,40601.563 ,40603.875 ,1
17551,40603.875 ,40606.188 ,1
17552,40606.188 ,40608.500 ,0
17553,40608.500 ,40610.813 ,0
17554,40610.813 ,40613.125 ,0
17555,40613.125 ,40615.438 ,0
17556,40615.438 ,40617.750 ,0
17557,40617.750 ,40620.063 ,0
17558,40620.063 ,40622.375 ,0
17559,40622.375 ,40624.688 ,0
17560,40624.688 ,40627.000 ,0
17561,40627.000 ,40629.313 ,0
17562,40629.313 ,40631.625 ,0
17563,40631.625 ,40633.938 ,0
17564,40633.938 ,40636.250 ,0
17565,40636.250 ,40638.563 ,0
17566,40638.563 ,40640.875 ,0
17567,40640.875 ,40643.188 ,0
17568,40643.188 ,40645.500 ,0
17569,40645.500 ,40647.813 ,0
17570,40647.813 ,40650.125 ,0
17571,40650.125 ,40652.438 ,0
17572,40652.438 ,40654.750 ,0
17573,40654.750 ,40657.063 ,0
17574,40657.063 ,40659.375 ,0
17575,40659.375 ,40661.688 ,0
17576,40661.688 ,40664.000 ,0
17577,40664.000 ,40666.313 ,0
17578,40666.313 ,40668.625 ,0
17579,40668.625 ,40670.938 ,0
17580,40670.938 ,40673.250 ,0
17581,40673.250 ,40675.563 ,0
17582,40675.563 ,40677.875 ,0
17583,40677.875 ,40680.188 ,0
17584,40680.188 ,40682.500 ,0
17585,40682.500 ,40684.813 ,0
17586,40684.813 ,40687.125 ,0
17587,40687.125 ,40689.438 ,0
17588,40689.438 ,40691.750 ,0
17589,40691.750 ,40694.063 ,0
17590,40694.063 ,40696.375 ,0
17591,40696.375 ,40698.688 ,0
17592,40698.688 ,40701.000 ,0
17593,40701.000 ,40703.313 ,0
17594,40703.313 ,40705.625 ,0
17595,40705.625 ,40707.938 ,0
17596,40707.938 ,40710.250 ,0
17597,40710.250 ,40712.563 ,0
17598,40712.563 ,40714.875 ,0
17599,40714.875 ,40717.188 ,0
17600,40717.188 ,40719.500 ,0
17601,40719.500 ,40721.813 ,0
17602,40721.813 ,40724.125 ,0
17603,40724.125 ,40726.438 ,0
17604,40726.438 ,40728.750 ,0
17605,40728.750 ,40731.063 ,0
17606,40731.063 ,40733.375 ,0
17607,40733.375 ,40735.688 ,0
17608,40735.688 ,40738.000 ,0
17609,40738.000 ,40740.313 ,0
17610,40740.313 ,40742.625 ,0
17611,40742.625 ,40744.938 ,0
17612,40744.938 ,40747.250 ,0
17613,40747.250 ,40749.563 ,0
17614,40749.563 ,40751.875 ,0
17615,40751.875 ,40754.188 ,0
17616,40754.188 ,40756.500 ,0
17617,40756.500 ,40758.813 ,0
17618,40758.813 ,40761.125 ,0
17619,40761.125 ,40763.438 ,0
17620,40763.438 ,40765.750 ,0
17621,40765.750 ,40768.063 ,0
17622,40768.063 ,40770.375 ,0
17623,40770.375 ,40772.688 ,0
17624,40772.688 ,40775.000 ,0
17625,40775.000 ,40777.313 ,0
17626,40777.313 ,40779.625 ,0
17627,40779.625 ,40781.938 ,0
17628,40781.938 ,40784.250 ,0
17629,40784.250 ,40786.563 ,0
17630,40786.563 ,40788.875 ,0
17631,40788.875 ,40791.188 ,0
17632,40791.188 ,40793.500 ,0
17633,40793.500 ,40795.813 ,0
17634,40795.813 ,40798.125 ,0
17635,40798.125 ,40800.438 ,1
17636,40800.438 ,40802.750 ,1
17637,40802.750 ,40805.063 ,1
17638,40805.063 ,40807.375 ,0
17639,40807.375 ,40809.688 ,0
17640,40809.688 ,40812.000 ,0
17641,40812.000 ,40814.313 ,0
17642,40814.313 ,40816.625 ,0
17643,40816.625 ,40818.938 ,0
17644,40818.938 ,40821.250 ,0
17645,40821.250 ,40823.563 ,0
17646,40823.563 ,40825.875 ,0
17647,40825.875 ,40828.188 ,0
17648,40828.188 ,40830.500 ,0
17649,40830.500 ,40832.813 ,0
17650,40832.813 ,40835.125 ,0
17651,40835.125 ,40837.438 ,0
17652,40837.438 ,40839.750 ,0
17653,40839.750 ,40842.063 ,0
17654,40842.063 ,40844.375 ,0
17655,40844.375 ,40846.688 ,0
17656,40846.688 ,40849.000 ,0
17657,40849.000 ,40851.313 ,0
17658,40851.313 ,40853.625 ,0
17659,40853.625 ,40855.938 ,0
17660,40855.938 ,40858.250 ,0
17661,40858.250 ,40860.563 ,0
17662,40860.563 ,40862.875 ,0
17663,40862.875 ,40865.188 ,0
17664,40865.188 ,40867.500 ,0
17665,40867.500 ,40869.813 ,0
17666,40869.813 ,40872.125 ,0
17667,40872.125 ,40874.438 ,0
17668,40874.438 ,40876.750 ,0
17669,40876.750 ,40879.063 ,0
17670,40879.063 ,40881.375 ,0
17671,40881.375 ,40883.688 ,0
17672,40883.688 ,40886.000 ,0
17673,40886.000 ,40888.313 ,0
17674,40888.313 ,40890.625 ,0
17675,40890.625 ,40892.938 ,0
17676,40892.938 ,40895.250 ,0
17677,40895.250 ,40897.563 ,0
17678,40897.563 ,40899.875 ,0
17679,40899.875 ,40902.188 ,0
17680,40902.188 ,40904.500 ,0
17681,40904.500 ,40906.813 ,0
17682,40906.813 ,40909.125 ,0
17683,40909.125 ,40911.438 ,0
17684,40911.438 ,40913.750 ,0
17685,40913.750 ,40916.063 ,0
17686,40916.063 ,40918.375 ,0
17687,40918.375 ,40920.688 ,0
17688,40920.688 ,40923.000 ,0
17689,40923.000 ,40925.313 ,0
17690,40925.313 ,40927.625 ,0
17691,40927.625 ,40929.938 ,0
17692,40929.938 ,40932.250 ,1
17693,40932.250 ,40934.563 ,0
17694,40934.563 ,40936.875 ,0
17695,40936.875 ,40939.188 ,0
17696,40939.188 ,40941.500 ,0
17697,40941.500 ,40943.813 ,0
17698,40943.813 ,40946.125 ,0
17699,40946.125 ,40948.438 ,0
17700,40948.438 ,40950.750 ,0
17701,40950.750 ,40953.063 ,0
17702,40953.063 ,40955.375 ,0
17703,40955.375 ,40957.688 ,0
17704,40957.688 ,40960.000 ,0
17705,40960.000 ,40962.313 ,0
17706,40962.313 ,40964.625 ,0
17707,40964.625 ,40966.938 ,0
17708,40966.938 ,40969.250 ,0
17709,40969.250 ,40971.563 ,0
17710,40971.563 ,40973.875 ,0
17711,40973.875 ,40976.188 ,0
17712,40976.188 ,40978.500 ,0
17713,40978.500 ,40980.813 ,0
17714,40980.813 ,40983.125 ,0
17715,40983.125 ,40985.438 ,0
17716,40985.438 ,40987.750 ,0
17717,40987.750 ,40990.063 ,0
17718,40990.063 ,40992.375 ,0
17719,40992.375 ,40994.688 ,0
17720,40994.688 ,40997.000 ,1
17721,40997.000 ,40999.313 ,1
17722,40999.313 ,41001.625 ,1
17723,41001.625 ,41003.938 ,1
17724,41003.938 ,41006.250 ,1
17725,41006.250 ,41008.563 ,1
17726,41008.563 ,41010.875 ,0
17727,41010.875 ,41013.188 ,0
17728,41013.188 ,41015.500 ,0
17729,41015.500 ,41017.813 ,0
17730,41017.813 ,41020.125 ,0
17731,41020.125 ,41022.438 ,0
17732,41022.438 ,41024.750 ,0
17733,41024.750 ,41027.063 ,0
17734,41027.063 ,41029.375 ,0
17735,41029.375 ,41031.688 ,0
17736,41031.688 ,41034.000 ,0
17737,41034.000 ,41036.313 ,0
17738,41036.313 ,41038.625 ,0
17739,41038.625 ,41040.938 ,0
17740,41040.938 ,41043.250 ,0
17741,41043.250 ,41045.563 ,0
17742,41045.563 ,41047.875 ,0
17743,41047.875 ,41050.188 ,0
17744,41050.188 ,41052.500 ,0
17745,41052.500 ,41054.813 ,0
17746,41054.813 ,41057.125 ,0
17747,41057.125 ,41059.438 ,0
17748,41059.438 ,41061.750 ,0
17749,41061.750 ,41064.063 ,0
17750,41064.063 ,41066.375 ,0
17751,41066.375 ,41068.688 ,0
17752,41068.688 ,41071.000 ,0
17753,41071.000 ,41073.313 ,0
17754,41073.313 ,41075.625 ,1
17755,41075.625 ,41077.938 ,0
17756,41077.938 ,41080.250 ,0
17757,41080.250 ,41082.563 ,0
17758,41082.563 ,41084.875 ,0
17759,41084.875 ,41087.188 ,0
17760,41087.188 ,41089.500 ,0
17761,41089.500 ,41091.813 ,0
17762,41091.813 ,41094.125 ,0
17763,41094.125 ,41096.438 ,0
17764,41096.438 ,41098.750 ,0
17765,41098.750 ,41101.063 ,0
17766,41101.063 ,41103.375 ,0
17767,41103.375 ,41105.688 ,0
17768,41105.688 ,41108.000 ,0
17769,41108.000 ,41110.313 ,0
17770,41110.313 ,41112.625 ,0
17771,41112.625 ,41114.938 ,0
17772,41114.938 ,41117.250 ,0
17773,41117.250 ,41119.563 ,0
17774,41119.563 ,41121.875 ,0
17775,41121.875 ,41124.188 ,0
17776,41124.188 ,41126.500 ,0
17777,41126.500 ,41128.813 ,0
17778,41128.813 ,41131.125 ,0
17779,41131.125 ,41133.438 ,0
17780,41133.438 ,41135.750 ,0
17781,41135.750 ,41138.063 ,0
17782,41138.063 ,41140.375 ,0
17783,41140.375 ,41142.688 ,0
17784,41142.688 ,41145.000 ,0
17785,41145.000 ,41147.313 ,0
17786,41147.313 ,41149.625 ,0
17787,41149.625 ,41151.938 ,0
17788,41151.938 ,41154.250 ,0
17789,41154.250 ,41156.563 ,0
17790,41156.563 ,41158.875 ,0
17791,41158.875 ,41161.188 ,0
17792,41161.188 ,41163.500 ,0
17793,41163.500 ,41165.813 ,0
17794,41165.813 ,41168.125 ,0
17795,41168.125 ,41170.438 ,0
17796,41170.438 ,41172.750 ,0
17797,41172.750 ,41175.063 ,0
17798,41175.063 ,41177.375 ,0
17799,41177.375 ,41179.688 ,0
17800,41179.688 ,41182.000 ,0
17801,41182.000 ,41184.313 ,0
17802,41184.313 ,41186.625 ,0
17803,41186.625 ,41188.938 ,0
17804,41188.938 ,41191.250 ,0
17805,41191.250 ,41193.563 ,0
17806,41193.563 ,41195.875 ,0
17807,41195.875 ,41198.188 ,0
17808,41198.188 ,41200.500 ,0
17809,41200.500 ,41202.813 ,1
17810,41202.813 ,41205.125 ,1
17811,41205.125 ,41207.438 ,0
17812,41207.438 ,41209.750 ,0
17813,41209.750 ,41212.063 ,0
17814,41212.063 ,41214.375 ,0
17815,41214.375 ,41216.688 ,0
17816,41216.688 ,41219.000 ,0
17817,41219.000 ,41221.313 ,0
17818,41221.313 ,41223.625 ,0
17819,41223.625 ,41225.938 ,0
17820,41225.938 ,41228.250 ,0
17821,41228.250 ,41230.563 ,0
17822,41230.563 ,41232.875 ,0
17823,41232.875 ,41235.188 ,0
17824,41235.188 ,41237.500 ,0
17825,41237.500 ,41239.813 ,0
17826,41239.813 ,41242.125 ,0
17827,41242.125 ,41244.438 ,0
17828,41244.438 ,41246.750 ,0
17829,41246.750 ,41249.063 ,0
17830,41249.063 ,41251.375 ,0
17831,41251.375 ,41253.688 ,0
17832,41253.688 ,41256.000 ,0
17833,41256.000 ,41258.313 ,0
17834,41258.313 ,41260.625 ,0
17835,41260.625 ,41262.938 ,0
17836,41262.938 ,41265.250 ,0
17837,41265.250 ,41267.563 ,0
17838,41267.563 ,41269.875 ,0
17839,41269.875 ,41272.188 ,0
17840,41272.188 ,41274.500 ,0
17841,41274.500 ,41276.813 ,0
17842,41276.813 ,41279.125 ,0
17843,41279.125 ,41281.438 ,0
17844,41281.438 ,41283.750 ,0
17845,41283.750 ,41286.063 ,0
17846,41286.063 ,41288.375 ,0
17847,41288.375 ,41290.688 ,0
17848,41290.688 ,41293.000 ,0
17849,41293.000 ,41295.313 ,0
17850,41295.313 ,41297.625 ,0
17851,41297.625 ,41299.938 ,0
17852,41299.938 ,41302.250 ,0
17853,41302.250 ,41304.563 ,0
17854,41304.563 ,41306.875 ,0
17855,41306.875 ,41309.188 ,0
17856,41309.188 ,41311.500 ,0
17857,41311.500 ,41313.813 ,0
17858,41313.813 ,41316.125 ,0
17859,41316.125 ,41318.438 ,0
17860,41318.438 ,41320.750 ,0
17861,41320.750 ,41323.063 ,0
17862,41323.063 ,41325.375 ,0
17863,41325.375 ,41327.688 ,0
17864,41327.688 ,41330.000 ,0
17865,41330.000 ,41332.313 ,0
17866,41332.313 ,41334.625 ,0
17867,41334.625 ,41336.938 ,0
17868,41336.938 ,41339.250 ,0
17869,41339.250 ,41341.563 ,0
17870,41341.563 ,41343.875 ,0
17871,41343.875 ,41346.188 ,0
17872,41346.188 ,41348.500 ,0
17873,41348.500 ,41350.813 ,0
17874,41350.813 ,41353.125 ,0
17875,41353.125 ,41355.438 ,0
17876,41355.438 ,41357.750 ,0
17877,41357.750 ,41360.063 ,0
17878,41360.063 ,41362.375 ,0
17879,41362.375 ,41364.688 ,0
17880,41364.688 ,41367.000 ,0
17881,41367.000 ,41369.313 ,0
17882,41369.313 ,41371.625 ,0
17883,41371.625 ,41373.938 ,0
17884,41373.938 ,41376.250 ,0
17885,41376.250 ,41378.563 ,0
17886,41378.563 ,41380.875 ,0
17887,41380.875 ,41383.188 ,0
17888,41383.188 ,41385.500 ,0
17889,41385.500 ,41387.813 ,0
17890,41387.813 ,41390.125 ,0
17891,41390.125 ,41392.438 ,0
17892,41392.438 ,41394.750 ,0
17893,41394.750 ,41397.063 ,0
17894,41397.063 ,41399.375 ,1
17895,41399.375 ,41401.688 ,1
17896,41401.688 ,41404.000 ,1
17897,41404.000 ,41406.313 ,1
17898,41406.313 ,41408.625 ,0
17899,41408.625 ,41410.938 ,0
17900,41410.938 ,41413.250 ,0
17901,41413.250 ,41415.563 ,0
17902,41415.563 ,41417.875 ,0
17903,41417.875 ,41420.188 ,0
17904,41420.188 ,41422.500 ,0
17905,41422.500 ,41424.813 ,0
17906,41424.813 ,41427.125 ,0
17907,41427.125 ,41429.438 ,0
